Main Title,Person-A,# Person-A,Org-A,Loc-A,Person-N,# Person-N,Org-N,Loc-N,Gpe-N,Person-S,# Person-S,Org-S,Loc-S
"Lot with Dumpster, debris, and garbage, at intersection of Crawford, Pride, Reed, and Colwell streets, with Civic Arena construction in background, Hill District", , , , ,"Dumpster, Reed, Civic Arena, Hill District",4,Colwell,,"Crawford, Pride","Reed, Colwell, Hill District",3,Civic Arena,Crawford
"Portrait of Cecile Springer operating equipment in organic chemistry laboratory, at University of Pittsburgh", , , , ,Cecile Springer,1,"University, Pittsburgh",,Portrait,Cecile Springer,1,University of Pittsburgh,
"Portrait of boy wearing geometric patterned shirt over light colored t-shirt, holding basketball, at South Park for Pittsburgh Courier newsboys picnic", , , , ,,0,Pittsburgh Courier,,Portrait,,0,Pittsburgh Courier,South Park
"Group portrait, clockwise: Dr. G. V. McCausland, Dr. R. L. Kinchloe, Dr. and Mrs. A. L. Pierce, G.H. Porson, Mable Holmes, Anne Turner, Charles H. Foggie, Madeline Sharpe Foggie, and Charlene Foggie; standing: James A. Jordon, Marion Bond Jordon, and Rev. LeRoy Patrick, gathered around banquet table in Wesley Center AME Zion Church, with Patricia Prattis Jennings on piano, for Rev. Foggie appreciation banquet, another version", , , , ,,0,,,Group,"G. V. McCausland, R. L. Kinchloe, A. L. Pierce, Mable Holmes, Anne Turner, Charles H. Foggie, Madeline Sharpe Foggie, Charlene Foggie, James A. Jordon, Marion Bond Jordon, LeRoy Patrick, Patricia Prattis Jennings",12,Wesley Center AME Zion Church,"G.H, Porson"
"Group portrait of children from Junior Fire Patrol of Forbes Elementary including Michael Kiritchenko holding mask, and Ronnie Springer and Joyce Hardwick wearing hats, and men, including teacher William Gaskins on left, Anthony Patrone in center, and Safety Director John Hartman in uniform, posed in fire station", , , , ,"Junior Fire Patrol, Michael Kiritchenko, Ronnie Springer, Joyce Hardwick, William Gaskins, Anthony Patrone, Safety Director, John Hartman",8,Forbes,,Group,"Michael Kiritchenko, Ronnie Springer, Joyce Hardwick, William Gaskins, Anthony Patrone, John Hartman",6,Junior Fire Patrol of Forbes Elementary,
Exterior of Manchester Neighborhood House, , , , ,,0,Manchester Neighborhood House,,Exterior,,0,,Manchester
"Group portrait, from left: Rev. Robert Y. Kincheloe, Rev. Robert E. Andreen, Mayor Joseph E. Barr, Rev. LeRoy Patrick, Rev. John K. Bibby, and W. Stuart Forsyth, standing in Bethesda United Presbyterian Church for dedication ceremony", , , , ,,0,,,Group,"Robert Y. Kincheloe, Robert E. Andreen, Joseph E. Barr, LeRoy Patrick, John K. Bibby, W. Stuart Forsyth",6,Bethesda United Presbyterian Church,"Rev, Rev"
"Group, seated from left: Betty Wilkins, Joanne Butler, Junyetta Jelks, Susan Carroll; standing: supervisor Thelma Hazel, Major Ellison, Merman Austin, Alico Polk, Timothy ""Tim"" Stevens, and Ruth Butler, stuffing pillows in basement of Trinity AME Church", , , , ,"Betty Wilkins, Joanne Butler, Junyetta Jelks, Susan Carroll, Major Ellison, Merman Austin, Alico Polk, Timothy, Stevens",9,"Ruth Butler, Trinity",,Group,"Betty Wilkins, Joanne Butler, Junyetta Jelks, Susan Carroll, Thelma Hazel, Ellison, Merman Austin, Timothy `` Tim '' Stevens, Ruth Butler",9,"Alico Polk, Trinity AME Church",
"James Strothers, seated next to birthday cake, surrounded by family members, left to right: Cobren Atkinson, William Brim, Mrs. B.R.Hairston, Carolyn Atkinson, Willie Brim, Mary Brim, daughter, Rev. J.C. Hairston, and Estelle Harrell, gathered in Sixth Mt. Zion Baptist Church for 100th birthday party", , , , ,"James Strothers, Cobren Atkinson, William Brim, Carolyn Atkinson, Willie Brim, Mary Brim, Rev",7,,,,"James Strothers, Cobren Atkinson, William Brim, B.R.Hairston, Carolyn Atkinson, Willie Brim, Mary Brim, J.C. Hairston, Estelle Harrell",9,Zion Baptist Church,Rev
"Group portrait of members of Girl Friends Inc., Marion Bond Jordon, Hazel Garland, Mrs. Woody Harris, and Adah Lavelle, posed in Press Club for annual Christmas party", , , , ,"Girl Friends, Marion Bond Jordon, Hazel Garland, Harris, Adah Lavelle",5,Christmas,,Group,"Marion Bond Jordon, Hazel Garland, Woody Harris, Adah Lavelle",4,"Girl Friends Inc., Press Club",
"Carolyn Waters, Billy House, Ruth Ann Wheeler, Grant Farmer, Suzanne Jones, Gene Daryle Hill, Bonnie Waters, and Marva Acie seated at round table, with Morris Fountain Sr. standing on right in back, in Loendi Club for FROGS Teenage Dance Party", , , , ,"Carolyn, Billy House, Ruth Ann Wheeler, Grant Farmer, Suzanne Jones, Gene Daryle Hill, Bonnie Waters, Marva Acie, Morris Fountain",9,"Waters, FROGS Teenage Dance Party",,Loendi Club,"Carolyn Waters, Billy House, Ruth Ann Wheeler, Grant Farmer, Suzanne Jones, Gene Daryle Hill, Bonnie Waters, Marva Acie",8,,Loendi Club
"Harry Washington presenting trophy to Byron Peters, with Henry Smith Jr. looking on, posed in interior during FROGS symposium", , , , ,"Harry, Byron Peters, Henry Smith",3,FROGS,,Washington,"Harry Washington, Byron Peters, Henry Smith Jr.",3,,
"Group portrait, seated, Beatrice Twyman and Margaret West Watson; standing: Arthur C. Holloway and Gloria Golden Grate, gathered at table to discuss the DI Club and Greater Pittsburgh Improvement League (GPIL) Frappe Sip", , , , ,"Margaret West Watson, Arthur C. Holloway, Gloria Golden Grate, Greater Pittsburgh Improvement League, Frappe Sip",5,"Beatrice Twyman, DI Club, GPIL",,Group,"Beatrice Twyman, Margaret West Watson, Arthur C. Holloway",3,"Gloria Golden Grate, DI Club, Greater Pittsburgh Improvement League",
"Group portrait, from left: honoree Harry E. Lennox, Postmaster Edward G. Coll, Mrs. Harry E. Lennox, Arthur T. Burwell, Woodrow W. Mellott, presenting desk set to Mr. Lennox, and John Sparaco, gathered in Loendi Club for testimonial", , , , ,"Harry E. Lennox, Postmaster Edward, Harry E. Lennox, Arthur T. Burwell, Woodrow W. Mellott, Mr. Lennox, John Sparaco",7,,,"Group, Loendi Club","Harry E. Lennox, Edward G. Coll, Harry E. Lennox, Arthur T. Burwell, Woodrow W. Mellott, Lennox, John Sparaco",7,,Loendi Club
"Group portrait of four men wearing tuxedos, and four women, including Toki Schalk Johnson, center, and possibly Ethel Ramos Harris, far right, seated at rectangular banquet table for Chi Delta Mu dinner dance in New Arena Supper Club", , , , ,"Toki Schalk Johnson, Ethel Ramos Harris, Arena Supper Club",3,Chi Delta Mu,,"Group, New","Toki Schalk Johnson, Ethel Ramos Harris, Chi Delta Mu",3,,New Arena Supper Club
"Group portrait of man and woman wearing dark satin short sleeved gown with circular brooch,seated at square banquet table for Chi Delta Mu dinner dance in New Arena Supper Club", , , , ,Arena Supper Club,1,Chi Delta Mu,,"Group, New",Chi Delta Mu,1,,New Arena Supper Club
"Group of men at table, including Francis Holahan, George Davis, and William S. Howell, facing audience during Homewood-Brushton Citizens Renewal Council meeting, in Homewood-Brushton YMCA", , , , ,"Francis Holahan, George Davis, William S. Howell, Renewal Council",4,,,,"Francis Holahan, George Davis, William S. Howell",3,Homewood-Brushton Citizens Renewal Council,Homewood-Brushton YMCA
"Daisy Lampkin standing with Alice Weston in Channel 11 studio for taping of ""Luncheon at the Ones"" program", , , , ,"Daisy, Alice Weston",2,Ones,,,"Daisy Lampkin, Alice Weston",2,,
"Group portrait of Principal John Brewer Sr., holding hands of Darline Grimmett and Priscilla Thompson, walking out of Miller Elementary School into snow, another version", , , , ,"John Brewer, Darline Grimmett, Miller Elementary School",3,"Principal, Priscilla Thompson",,Group,"John Brewer Sr., Darline Grimmett, Priscilla Thompson",3,Miller Elementary School,
"Mrs. Herbert Simmons, president of the Stoop 'n' Bend Garden Club, wearing square patterned apron, holding watering can and cup, standing in front of sink in kitchen with ribbed glass window with plants and ivy branch", , , , ,"Herbert Simmons, Bend Garden Club",2,,,,Herbert Simmons,1,Stoop 'n ' Bend Garden Club,
"Hazel Garland interviewing Mrs. Ellis Blockson, president of the City-County Federation of Negro Women's Clubs, in Pittsburgh Courier newspaper offices", , , , ,"Hazel, Blockson, Negro Women, Clubs",4,Garland,,Pittsburgh,"Hazel Garland, Ellis Blockson",2,City-County Federation of Negro Women 's Clubs,Pittsburgh Courier
"Portrait of nonagenarian Lula ""Big Mama"" Turner wearing paisley dress, boots, and head scarf, performing ""the twist"" dance in her living room", , , , ,Turner,1,,,Portrait,Lula,1,,
"Priests kneeling before altar, including Father William Dannecker, Father Paul Bassompierre, Father Thomas Lappan, and Bishop John J. Wright, gathered in celebration of cannonization of St. Martin DePorres, St. Brigid Roman Catholic Church", , , , ,"Father William Dannecker, Father Paul Bassompierre, Father Thomas Lappan, Bishop John J. Wright, Martin DePorres, Roman Catholic Church",6,,,"St., St.","William Dannecker, Paul Bassompierre, Thomas Lappan, Bishop John J. Wright",4,"St. Martin DePorres, St. Brigid Roman Catholic Church",
"Volunteer Minute Man Association members, back row from left: Rev. Charles Stanley, Reuben Miller, and James McCoy; front row: Rosa Lee Anderson, Mr. Grice, presenting check to George Pitts, and Lillian Works, posed in Centre Avenue YMCA", , , , ,"Volunteer, Minute Man",2,,,,"Charles Stanley, Reuben Miller, James McCoy, Rosa Lee Anderson, Grice, George Pitts, Lillian Works",7,Volunteer Minute Man Association,Centre Avenue YMCA
"Gospel Singers Of Clairton, including woman wearing eyeglasses and bead necklace, singing in microphone, in Calvary Baptist Church for All Night Gospel Sing for the Charles ""Buggsy"" Drafts Fund", , , , ,"Gospel, Drafts Fund",2,"Singers Of Clairton, All Night Gospel Sing, Charles",,Calvary,Charles,1,Calvary Baptist Church,Clairton
"Congregation of men, and women, including one standing in aisle, in Calvary Baptist Church for All Nigh Gospel Sing for the Charles ""Buggsy"" Drafts Fund", , , , ,Drafts Fund,1,"All Nigh Gospel Sing, Charles",,Calvary,Charles,1,Calvary Baptist Church,
"Wrecked Chevy station wagon bent in half, parked in lot with other automobiles and fence, brick buildings with windows in background", , , , ,,0,,,Chevy,,0,,
"Jacqueline Farrell and Michele Jones wearing ""Bill Scranton"" sashes, standing on either side of Robert Mosely or Mosley, in front of tiled wall at Republican rally at Civic Arena", , , , ,"Jacqueline, Michele Jones, Bill Scranton, Robert Mosely",4,"Farrell, Republican, Civic Arena",,Mosley,"Jacqueline Farrell, Michele Jones, Robert Mosely, Mosley",4,,
